video_name,question_id,question,answer0,answer1,answer2,answer3,type,start-time/s,urgency
00211,v_00211_1,Are there any people nearby who might assist if needed?,Yes.,,,,resource acquisition and others,18.99,not_urgent
00211,v_00211_2,Are there any obstacles ahead as I walk on this path?,"Yes, there're several people on the road.","Yes, there is a small vendor tricycle parked on the blind road.",Yes.,,safety warnings,9,urgent
00211,v_00211_3,Is there any traffic or vehicles nearby that I should be aware of?,"Yes, there's a tricycle on your right.","Yes, there are tricycle vendors on both sides of you.",There is a parked tricycle in front of you on your right.,,safety warnings,18.99,urgent
00211,v_00211_4,Can you describe what's ahead of me on this pathway?,"There are street food vendors, some people walking, and a couple of parked motorcycles.",There is a small vendor tricycle parked on the blind road.,Many snack stalls.,,local navigation and positioning,9,urgent
00212,v_00212_1,Is there a clear path ahead for me to follow?,Yes.,"Yes, except for a few motorcycles on both sides.",There is a pedestrian in front of you.,,resource acquisition and others,3,urgent
00212,v_00212_2,Are there any obstacles in my path?,"Yes, there are several battery cars in front of you.","There are several motorcycles parked on both sides, and a glass door is open on the right.",There is a pedestrian in front of you.,,safety warnings,3,urgent
00212,v_00212_3,Is the sidewalk clear for me to continue walking?,Yes.,There is a motorcycle parked in the middle blind road.,,,information reading,6.99,urgent
00213,v_00213_1,Is the sidewalk clear for walking ahead?,Yes.,There are several pedestrians on the sidewalk.,,,resource acquisition and others,9,urgent
00213,v_00213_2,What side should I stay on to avoid the plants?,On your right side.,Turn left.,Right.,,resource acquisition and others,13.98,urgent
00213,v_00213_3,Is there a sign or marker to my left?,Yes.,I don't know.,,,information reading,16.98,not_urgent
00213,v_00213_4,Are there any obstacles on the path ahead?,Yes.,"Yes, the dog leads you into the grass.",There is a fence directly ahead.,,information reading,7.98,urgent
00213,v_00213_5,Is the path to the left open for walking?,Yes.,"Yes, but you will reach the end after walking for a while. There is a fork in the road.",,,information reading,16.98,urgent
00214,v_00214_1,Are there any zebra crossings nearby?,No.,I don't know.,,,resource acquisition and others,9,urgent
00214,v_00214_2,Is there any obstacle in front of me on the sidewalk?,Yes.,"You are on the side of the road, with parked electric bikes on the left, parked cars on the right, and a railing in front of you.","On your left is a row of electric cars, and on your right is a sedan.",,information reading,3.99,urgent
00215,v_00215_1,Is Yuki securely inside the car?,Yes.,Security.,,,resource acquisition and others,13.98,urgent
00215,v_00215_2,Is there anything inside the car that I need to be careful of?,No.,,,,safety warnings,9,urgent
00215,v_00215_3,Is the car door fully open for me to get out safely?,Yes.,,,,safety warnings,16.98,urgent
00215,v_00215_4,How do I close the car door after getting in?,"Just move your hand, reach to the right, the handlebar is in front of you on the right, grab it and turn it in your direction.","There is a handle on the door, you can pull it and close it.",Grab the handle on the door and pull it inward.,,tool use,16.98,urgent
00215,v_00215_5,Is Yuki settled on the seat next to me?,Yes.,,,,information reading,15,urgent
00216,v_00216_1,What is in front of me?,A pedestrian crossing with cars and people nearby.,"Two girls, a car, and several cylindrical pillars.",A parked car.,,resource acquisition and others,3.99,urgent
00216,v_00216_2,Is it safe to cross the road now?,I don't know.,"Not safe, there are many vehicles coming and going.",No.,,safety warnings,9,urgent
00216,v_00216_3,Are there any obstacles in front of me as I walk towards the crossing?,Yes.,"Yes, there are several cylindrical stone pillars that block the car.",There is a car parked in front of you on the left.,,information reading,3.99,urgent
00217,v_00217_1,Is there anyone nearby I need to be aware of?,No.,,,,communication and interaction,4.98,urgent
00217,v_00217_2,if the path ahead is clear?,Yes.,,,,resource acquisition and others,1.98,urgent
00217,v_00217_3,Are there any obstacles on the path in front of me?,No.,"No, except for the green tree on the right.",,,resource acquisition and others,4.98,urgent
00217,v_00217_4,Is it safe to continue walking straight ahead?,Yes.,,,,safety warnings,4.98,urgent
00217,v_00217_5,Is there any obstacle on the path ahead?,No.,,,,information reading,1.98,urgent
00218,v_00218_1,what street or area I am currently walking in?,A food stand street.,Snack street.,,,resource acquisition and others,3.99,not_urgent
00218,v_00218_2,What kind of stalls are around me? Is there any food for sale?,There are various food stalls around you selling snacks and familiar meals.,"Liangpi, yes, selling Liangpi.",Liangpi.,,resource acquisition and others,9,not_urgent
00218,v_00218_3,Are there any obstacles or roadblocks in my walking path?,"Yes, there are several tricycles on both sides of the road.","On both sides are three-wheeled snack vendors, and the ground is almost flat with electric manhole covers.",Yes.,,information reading,4.98,urgent
00218,v_00218_4,Is the sidewalk clear ahead for me and Yuki?,There are pedestrians and a few food carts ahead.,"It is a straight road, but there are new snack vendors and tricycles blocking your way about 20 meters away. Be careful.",Yes.,,information reading,10.98,urgent
00219,v_00219_1,Who is talking with me?,One of your fans.,Your fans.,A person in black and a person in white.,,communication and interaction,27,not_urgent
00219,v_00219_2,Is it safe to cross the street now?,I don't know.,"I don't know, I can't see the traffic lights.",Yes.,,safety warnings,96.99,urgent
00219,v_00219_3,How do I use my walking cane on this pathway with uneven surfaces?,Use the cane in a sweeping motion to detect obstacles and changes in the surface.,I don't know.,Tap the ground with a cane.,,tool use,9,urgent
00219,v_00219_4,How do I identify tactile paving at intersections?,Tap the cane on the ground to feel for the raised bumps of the tactile paving.,I don't know.,After a short downhill ride to your right.,,tool use,28.98,urgent
00219,v_00219_5,Is there any obstruction on the sidewalk ahead?,Yes.,"Yes, there are several small cylindrical piers for blocking cars.",There is a car in front of you on the left.,,information reading,82.98,urgent
00220,v_00220_1,What is the person in front of me doing?,He is petting your dog's head.,Touch your dog.,Touch your guide dog.,,communication and interaction,12.99,urgent
00220,v_00220_2,if this is the correct elevator?,Yes.,"Yes, you are in the elevator.",I don't know.,,resource acquisition and others,18.99,urgent
00220,v_00220_3,Is there anything blocking my path as I move forward?,There is a person blocking the path ahead.,No.,A person.,,information reading,12.99,urgent
00221,v_00221_1,Did Yuki get into the car properly?,Yes.,,,,resource acquisition and others,9,urgent
00221,v_00221_2,How do I get into the back seat of this car?,"Let your guide dog get on first , then follow the guide dog to get onto the seat.",,"Let the guide dog go first, then you go.",,tool use,6.99,urgent
00221,v_00221_3,Is there anything in the back seat of this car?,No.,,,,information reading,3.99,urgent
00221,v_00221_4,Is there anything in the car that I should be careful about when getting in?,"The car door is open, and the seat seems clear of obstruction.","No, just lift your foot and get on the car.",No.,,information reading,6.99,urgent
00222,v_00222_1,Is it safe to continue walking forward?,Yes.,Security.,,,safety warnings,4.98,urgent
00222,v_00222_2,Which button should I press inside the elevator?,"You need to press the button on the right side at the bottom, 50cm in front of you.",I don't know.,,,tool use,10.98,not_urgent
00223,v_00223_1,Are there any obstacles on the floor ahead?,"Yes, but the guide dog guides you without obstacles.",There is a line on the ground in front of the left.,,,information reading,3,urgent
00223,v_00223_2,Is there an open door in front of me?,Yes.,"There are two doors, the left one is closed and the right one is open.",,,information reading,6.99,urgent
00224,v_00224_1,Is there any object or pet nearby that could be a tripping hazard while I'm cycling?,"Yes, there's a pet on your left.","Yes, there are many around you, and your guide dog is on your left.",Yes.,,safety warnings,1.98,urgent
00196,v_00196_1,Where is the man?,About 2m in front of you.,Four or five meters in front,Right in front of you,,communication and interaction,31.23,urgent
00197,v_00197_1,Is there a car passing ahead?,Yes,,,,safety warnings,0.81,urgent
00197,v_00197_2,Can I cross the road now?,"No, there are cars passing by.","No, there is a car passing ahead.","No, because there are cars passing by.",,safety warnings,3,urgent
00197,v_00197_3,Is my camera pointed at this person?,Yes.,I don't know.,,,information reading,50.4,not_urgent
00198,v_00198_1,Can I go now?,I don't know.,"No, there is a pillar ahead.",,,safety warnings,0.16,urgent
00199,v_00199_1,Is the camera pointed at this person?,You can move it up a little bit.,Yes,It's not aligned. You need to lift it up.,,information reading,13.83,not_urgent
00225,v_00225_1,Is there anything on the road that I might trip over?,No.,,,,safety warnings,3,urgent
00226,v_00226_1,if there are many people moving around me?,Yes.,,,,safety warnings,10.98,urgent
00226,v_00226_2,What the environment on our left looks like?,There is a slight slope.,There is a slope.,Inside a large venue.,,information reading,9,urgent
00226,v_00226_3,What does the path ahead look like?,A set of stairs ahead of you.,There are stairs.,Ahead is a staircase leading downstairs.,,information reading,13.98,urgent
00226,v_00226_4,Where we are walking in this stadium?,We are walking on a pathway towards the exit of the stadium.,In the audience area.,Below the stands.,,local navigation and positioning,23.88,urgent
00227,v_00227_1,Are there any obstacles on my path ahead?,No.,There are more people.,There is a large crowd ahead.,,safety warnings,9,urgent
00227,v_00227_2,Is it safe to continue walking straight?,Yes.,Security.,,,safety warnings,18.99,urgent
00227,v_00227_3,Is there a taxi stand nearby?,I don't know.,,No.,,information reading,21,not_urgent
00227,v_00227_4,Is there something happening here? It looks crowded.,I don't know.,Nothing happened.,,,information reading,18.99,not_urgent
00228,v_00228_1,where my friends are waiting?,I don't know.,,,,communication and interaction,10.98,not_urgent
00228,v_00228_2,Is there any traffic I need to watch out for if I cross this road?,No.,,,,safety warnings,9,urgent
00228,v_00228_3,Is there any signage or information boards?,Yes.,,"The LCD screen of the building on the left reads ""Never forget your original intention, always remember"".",,information reading,9,not_urgent
